input_text,reply_text
disable the light,turning off the light.
bye tinybot,bye!
disable the light,"okay, deactivating the light."
turn off the dim light,"okay, deactivating the dim light."
power down the aquarium filter,"okay, deactivating the aquarium filter."
deactivate the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
turn off the dim light,turning off the dim light.
start the hydroponic farm motor,"done, hydroponic farm motor is now on."
power down the curtain,"done, curtain is off."
activate the refrigerator,"done, refrigerator is now on."
activate the refrigerator,"done, refrigerator is now on."
switch off the cctv camera,"done, cctv camera is off."
turn on the phone charger,sure! activating the phone charger.
power on the refrigerator,sure! activating the refrigerator.
activate the refrigerator,"done, refrigerator is now on."
power on the hydroponic farm motor,sure! activating the hydroponic farm motor.
enable the curtain,"done, curtain is now on."
switch off the door sensor,turning off the door sensor.
thank you,you’re welcome!
deactivate the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
switch on the dim light,"done, dim light is now on."
switch off the fan,turning off the fan.
start the aquarium filter,"done, aquarium filter is now on."
switch on the cctv camera,"done, cctv camera is now on."
deactivate the refrigerator,"done, refrigerator is off."
deactivate the light,"okay, deactivating the light."
start the light,sure! activating the light.
power on the door sensor,okay turning on the door sensor.
turn on the aquarium filter,okay turning on the aquarium filter.
turn off the door sensor,turning off the door sensor.
turn on the cctv camera,"done, cctv camera is now on."
start the door sensor,"done, door sensor is now on."
switch off the light,"okay, deactivating the light."
switch on the curtain,"done, curtain is now on."
turn off the cctv camera,turning off the cctv camera.
thank you,you’re welcome!
disable the refrigerator,"done, refrigerator is off."
turn off the fan,"okay, deactivating the fan."
power on the hydroponic farm motor,"done, hydroponic farm motor is now on."
disable the phone charger,turning off the phone charger.
turn off the fan,"done, fan is off."
deactivate the refrigerator,turning off the refrigerator.
enable the dim light,okay turning on the dim light.
power down the aquarium filter,turning off the aquarium filter.
turn on the dim light,sure! activating the dim light.
power down the hydroponic farm motor,"done, hydroponic farm motor is off."
disable the hydroponic farm motor,turning off the hydroponic farm motor.
turn off the aquarium filter,"done, aquarium filter is off."
power on the aquarium filter,okay turning on the aquarium filter.
turn on the light,"done, light is now on."
turn off the curtain,"done, curtain is off."
deactivate the fan,"okay, deactivating the fan."
power on the fan,okay turning on the fan.
start the dim light,okay turning on the dim light.
switch on the hydroponic farm motor,sure! activating the hydroponic farm motor.
turn off the dim light,"done, dim light is off."
turn off the aquarium filter,turning off the aquarium filter.
disable the phone charger,"done, phone charger is off."
turn off the refrigerator,turning off the refrigerator.
turn on the hydroponic farm motor,okay turning on the hydroponic farm motor.
deactivate the curtain,"okay, deactivating the curtain."
stop the curtain,"done, curtain is off."
stop the curtain,"done, curtain is off."
activate the light,sure! activating the light.
turn on the hydroponic farm motor,sure! activating the hydroponic farm motor.
activate the curtain,sure! activating the curtain.
power on the curtain,"done, curtain is now on."
power on the aquarium filter,"done, aquarium filter is now on."
switch on the cctv camera,okay turning on the cctv camera.
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
turn on the light,sure! activating the light.
deactivate the aquarium filter,"done, aquarium filter is off."
power on the door sensor,okay turning on the door sensor.
stop the light,"done, light is off."
power on the light,sure! activating the light.
activate the light,sure! activating the light.
deactivate the light,"okay, deactivating the light."
switch on the fan,"done, fan is now on."
turn off the refrigerator,turning off the refrigerator.
disable the dim light,"okay, deactivating the dim light."
switch on the phone charger,sure! activating the phone charger.
disable the cctv camera,"done, cctv camera is off."
disable the refrigerator,"done, refrigerator is off."
power on the aquarium filter,"done, aquarium filter is now on."
power down the fan,"done, fan is off."
deactivate the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
enable the aquarium filter,sure! activating the aquarium filter.
switch off the fan,"okay, deactivating the fan."
enable the refrigerator,"done, refrigerator is now on."
start the curtain,"done, curtain is now on."
switch off the aquarium filter,"done, aquarium filter is off."
stop the refrigerator,turning off the refrigerator.
turn on the aquarium filter,sure! activating the aquarium filter.
switch on the fan,sure! activating the fan.
activate the light,okay turning on the light.
enable the fan,sure! activating the fan.
activate the light,sure! activating the light.
power down the door sensor,"done, door sensor is off."
switch on the aquarium filter,sure! activating the aquarium filter.
activate the refrigerator,okay turning on the refrigerator.
deactivate the light,"okay, deactivating the light."
activate the light,okay turning on the light.
start the hydroponic farm motor,"done, hydroponic farm motor is now on."
turn on the refrigerator,"done, refrigerator is now on."
disable the hydroponic farm motor,"done, hydroponic farm motor is off."
power on the curtain,sure! activating the curtain.
switch off the phone charger,turning off the phone charger.
activate the refrigerator,"done, refrigerator is now on."
disable the refrigerator,"done, refrigerator is off."
enable the fan,sure! activating the fan.
power down the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
switch on the aquarium filter,okay turning on the aquarium filter.
power down the curtain,turning off the curtain.
deactivate the cctv camera,"done, cctv camera is off."
power down the light,turning off the light.
power on the aquarium filter,sure! activating the aquarium filter.
disable the refrigerator,"done, refrigerator is off."
power on the refrigerator,okay turning on the refrigerator.
switch on the curtain,okay turning on the curtain.
appreciate it,no problem!
switch on the fan,sure! activating the fan.
turn on the hydroponic farm motor,"done, hydroponic farm motor is now on."
switch off the cctv camera,turning off the cctv camera.
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
switch on the phone charger,sure! activating the phone charger.
power on the refrigerator,"done, refrigerator is now on."
turn on the cctv camera,sure! activating the cctv camera.
disable the curtain,"done, curtain is off."
turn off the dim light,"okay, deactivating the dim light."
switch off the curtain,turning off the curtain.
power on the cctv camera,okay turning on the cctv camera.
